Bloc	Knesset	Locality	Station	Votes
Micro	16	26300	530	6
Secular Centre	16	26300	530	50
Sectoral	16	26300	530	24
Right	16	26300	530	220
Left	16	26300	540	39
Orthodox	16	26300	540	28
Arab-Israeli	16	26300	540	0
Micro	16	26300	540	5
Secular Centre	16	26300	540	74
Sectoral	16	26300	540	23
Right	16	26300	540	228
Left	16	26300	550	13
Orthodox	16	26300	550	295
Arab-Israeli	16	26300	550	0
Micro	16	26300	550	4
Secular Centre	16	26300	550	48
Sectoral	16	26300	550	46
Right	16	26300	550	130
Left	16	26300	560	14
Orthodox	16	26300	560	219
Arab-Israeli	16	26300	560	0
Micro	16	26300	560	26
Secular Centre	16	26300	560	29
Sectoral	16	26300	560	19
Right	16	26300	560	82
Left	16	26300	570	59
Orthodox	16	26300	570	124
Arab-Israeli	16	26300	570	1
Micro	16	26300	570	10
Secular Centre	16	26300	570	53
Sectoral	16	26300	570	7
Right	16	26300	570	267
Left	16	26300	580	45
Orthodox	16	26300	580	57
Arab-Israeli	16	26300	580	0
Micro	16	26300	580	0
Secular Centre	16	26300	580	63
Sectoral	16	26300	580	29
Right	16	26300	580	223
Left	16	26300	590	27
Orthodox	16	26300	590	39
Arab-Israeli	16	26300	590	1
Micro	16	26300	590	5
Secular Centre	16	26300	590	60
Sectoral	16	26300	590	53
Right	16	26300	590	200
Left	16	26300	600	31
Orthodox	16	26300	600	33
Arab-Israeli	16	26300	600	0
Micro	16	26300	600	7
Secular Centre	16	26300	600	35
Sectoral	16	26300	600	73
Right	16	26300	600	180
Left	16	26300	610	27
Orthodox	16	26300	610	21
Arab-Israeli	16	26300	610	0
Micro	16	26300	610	4
Secular Centre	16	26300	610	59
Sectoral	16	26300	610	22
Right	16	26300	610	151
Left	16	26300	620	42
Orthodox	16	26300	620	40
Arab-Israeli	16	26300	620	0
Micro	16	26300	620	4
Secular Centre	16	26300	620	49
Sectoral	16	26300	620	12
Right	16	26300	620	150
Left	16	26300	630	65
Orthodox	16	26300	630	69
Arab-Israeli	16	26300	630	1
Micro	16	26300	630	8
Secular Centre	16	26300	630	33
Sectoral	16	26300	630	9
Right	16	26300	630	263
Left	16	26300	640	41
Orthodox	16	26300	640	43
Arab-Israeli	16	26300	640	2
Micro	16	26300	640	9
Secular Centre	16	26300	640	57
Sectoral	16	26300	640	46
Right	16	26300	640	178
Left	16	26300	650	14
Orthodox	16	26300	650	93
Arab-Israeli	16	26300	650	1
Micro	16	26300	650	5
Secular Centre	16	26300	650	60
Sectoral	16	26300	650	83
Right	16	26300	650	142
Left	16	26300	660	18
Orthodox	16	26300	660	57
Arab-Israeli	16	26300	660	0
Micro	16	26300	660	8
Secular Centre	16	26300	660	53
Sectoral	16	26300	660	19
Right	16	26300	660	198
Left	16	26300	670	19
Orthodox	16	26300	670	53
Arab-Israeli	16	26300	670	2
Micro	16	26300	670	9
Secular Centre	16	26300	670	80
Sectoral	16	26300	670	44
Right	16	26300	670	189
Left	16	26400	10	53
Orthodox	16	26400	10	249
Arab-Israeli	16	26400	10	3
Micro	16	26400	10	2
Secular Centre	16	26400	10	3
Sectoral	16	26400	10	3
Right	16	26400	10	225
Left	16	26400	20	34
Orthodox	16	26400	20	212
Arab-Israeli	16	26400	20	0
Micro	16	26400	20	5
Secular Centre	16	26400	20	6
Sectoral	16	26400	20	1
Right	16	26400	20	336
Left	16	26400	30	20
Orthodox	16	26400	30	214
Arab-Israeli	16	26400	30	1
Micro	16	26400	30	1
Secular Centre	16	26400	30	4
Sectoral	16	26400	30	1
Right	16	26400	30	230
Left	16	26400	40	16
Orthodox	16	26400	40	189
Arab-Israeli	16	26400	40	0
Micro	16	26400	40	1
Secular Centre	16	26400	40	7
Sectoral	16	26400	40	2
Right	16	26400	40	199
Left	16	26400	50	41
Orthodox	16	26400	50	222
Arab-Israeli	16	26400	50	2
Micro	16	26400	50	3
Secular Centre	16	26400	50	11
Sectoral	16	26400	50	4
Right	16	26400	50	298
Left	16	26400	60	39
Orthodox	16	26400	60	171
Arab-Israeli	16	26400	60	0
Micro	16	26400	60	1
Secular Centre	16	26400	60	7
Sectoral	16	26400	60	9
Right	16	26400	60	299
Left	16	26400	70	51
Orthodox	16	26400	70	270
Arab-Israeli	16	26400	70	1
Micro	16	26400	70	4
Secular Centre	16	26400	70	11
Sectoral	16	26400	70	8
Right	16	26400	70	213
Left	16	26400	80	45
Orthodox	16	26400	80	162
Arab-Israeli	16	26400	80	1
Micro	16	26400	80	1
Secular Centre	16	26400	80	3
Sectoral	16	26400	80	0
Right	16	26400	80	258
Left	16	26400	90	22
Orthodox	16	26400	90	157
Arab-Israeli	16	26400	90	0
Micro	16	26400	90	3
Secular Centre	16	26400	90	9
Sectoral	16	26400	90	3
Right	16	26400	90	220
Left	16	26400	100	25
Orthodox	16	26400	100	240
Arab-Israeli	16	26400	100	0
Micro	16	26400	100	1
Secular Centre	16	26400	100	4
Sectoral	16	26400	100	0
Right	16	26400	100	247
Left	16	26400	110	66
Orthodox	16	26400	110	124
Arab-Israeli	16	26400	110	1
Micro	16	26400	110	4
Secular Centre	16	26400	110	30
Sectoral	16	26400	110	0
Right	16	26400	110	172
Left	16	26400	120	22
Orthodox	16	26400	120	108
Arab-Israeli	16	26400	120	0
Micro	16	26400	120	0
Secular Centre	16	26400	120	6
Sectoral	16	26400	120	3
Right	16	26400	120	228
Left	16	26400	130	55
Orthodox	16	26400	130	169
Arab-Israeli	16	26400	130	1
Micro	16	26400	130	2
Secular Centre	16	26400	130	26
Sectoral	16	26400	130	8
Right	16	26400	130	271
Left	16	26400	140	39
Orthodox	16	26400	140	155
Arab-Israeli	16	26400	140	0
Micro	16	26400	140	7
Secular Centre	16	26400	140	21
Sectoral	16	26400	140	4
Right	16	26400	140	260
Left	16	26400	150	65
Orthodox	16	26400	150	125
Arab-Israeli	16	26400	150	3
Micro	16	26400	150	1
Secular Centre	16	26400	150	25
Sectoral	16	26400	150	9
Right	16	26400	150	231
Left	16	26400	160	15
Orthodox	16	26400	160	170
Arab-Israeli	16	26400	160	2
Micro	16	26400	160	5
Secular Centre	16	26400	160	3
Sectoral	16	26400	160	4
Right	16	26400	160	298
Left	16	26400	170	35
Orthodox	16	26400	170	120
Arab-Israeli	16	26400	170	1
Micro	16	26400	170	2
Secular Centre	16	26400	170	12
Sectoral	16	26400	170	3
Right	16	26400	170	238
Left	16	26400	190	195
Orthodox	16	26400	190	21
Arab-Israeli	16	26400	190	0
Micro	16	26400	190	10
Secular Centre	16	26400	190	83
Sectoral	16	26400	190	6
Right	16	26400	190	130
Left	16	26400	200	147
Orthodox	16	26400	200	55
Arab-Israeli	16	26400	200	0
Micro	16	26400	200	9
Secular Centre	16	26400	200	151
Sectoral	16	26400	200	10
Right	16	26400	200	270
Left	16	26400	210	241
Orthodox	16	26400	210	22
Arab-Israeli	16	26400	210	0
Micro	16	26400	210	6
Secular Centre	16	26400	210	123
Sectoral	16	26400	210	7
Right	16	26400	210	207
Left	16	26400	220	223
Orthodox	16	26400	220	45
Arab-Israeli	16	26400	220	1
Micro	16	26400	220	6
Secular Centre	16	26400	220	134
Sectoral	16	26400	220	4
Right	16	26400	220	190
Left	16	26400	230	140
Orthodox	16	26400	230	50
Arab-Israeli	16	26400	230	1
Micro	16	26400	230	5
Secular Centre	16	26400	230	117
Sectoral	16	26400	230	7
Right	16	26400	230	247
Left	16	26400	240	221
Orthodox	16	26400	240	15
Arab-Israeli	16	26400	240	0
Micro	16	26400	240	3
Secular Centre	16	26400	240	110
Sectoral	16	26400	240	7
Right	16	26400	240	176
Left	16	26400	250	72
Orthodox	16	26400	250	126
Arab-Israeli	16	26400	250	0
Micro	16	26400	250	3
Secular Centre	16	26400	250	44
Sectoral	16	26400	250	3
Right	16	26400	250	263
Left	16	26400	260	122
Orthodox	16	26400	260	21
Arab-Israeli	16	26400	260	2
Micro	16	26400	260	6
Secular Centre	16	26400	260	118
Sectoral	16	26400	260	8
Right	16	26400	260	186
Left	16	26400	270	184
Orthodox	16	26400	270	34
Arab-Israeli	16	26400	270	0
Micro	16	26400	270	11
Secular Centre	16	26400	270	169
Sectoral	16	26400	270	13
Right	16	26400	270	200
Left	16	26400	280	101
Orthodox	16	26400	280	15
Arab-Israeli	16	26400	280	2
Micro	16	26400	280	4
Secular Centre	16	26400	280	157
Sectoral	16	26400	280	33
Right	16	26400	280	256
Left	16	26400	290	188
Orthodox	16	26400	290	37
Arab-Israeli	16	26400	290	1
Micro	16	26400	290	3
Secular Centre	16	26400	290	92
Sectoral	16	26400	290	9
Right	16	26400	290	184
Left	16	26400	300	71
Orthodox	16	26400	300	9
Arab-Israeli	16	26400	300	0
Micro	16	26400	300	5
Secular Centre	16	26400	300	148
Sectoral	16	26400	300	33
Right	16	26400	300	309
Left	16	26400	310	183
Orthodox	16	26400	310	18
Arab-Israeli	16	26400	310	0
Micro	16	26400	310	11
Secular Centre	16	26400	310	145
Sectoral	16	26400	310	13
Right	16	26400	310	159
Left	16	26400	320	206
Orthodox	16	26400	320	28
Arab-Israeli	16	26400	320	0
Micro	16	26400	320	5
Secular Centre	16	26400	320	118
Sectoral	16	26400	320	4
Right	16	26400	320	192
Left	16	26400	350	111
Orthodox	16	26400	350	77
Arab-Israeli	16	26400	350	0
Micro	16	26400	350	4
Secular Centre	16	26400	350	96
Sectoral	16	26400	350	8
Right	16	26400	350	227
Left	16	26500	10	46
Orthodox	16	26500	10	183
Arab-Israeli	16	26500	10	1
Micro	16	26500	10	1
Secular Centre	16	26500	10	18
Sectoral	16	26500	10	2
Right	16	26500	10	155
Left	16	26500	20	87
Orthodox	16	26500	20	81
Arab-Israeli	16	26500	20	1
Micro	16	26500	20	1
Secular Centre	16	26500	20	33
Sectoral	16	26500	20	2
Right	16	26500	20	185
Left	16	26500	30	128
Orthodox	16	26500	30	50
Arab-Israeli	16	26500	30	1
Micro	16	26500	30	11
Secular Centre	16	26500	30	69
Sectoral	16	26500	30	9
Right	16	26500	30	227
Left	16	26500	40	95
Orthodox	16	26500	40	62
Arab-Israeli	16	26500	40	0
Micro	16	26500	40	9
Secular Centre	16	26500	40	35
Sectoral	16	26500	40	54
Right	16	26500	40	213
Left	16	26500	50	83
Orthodox	16	26500	50	150
Arab-Israeli	16	26500	50	1
Micro	16	26500	50	1
Secular Centre	16	26500	50	37
Sectoral	16	26500	50	3
Right	16	26500	50	159
Left	16	26500	60	211
Orthodox	16	26500	60	88
Arab-Israeli	16	26500	60	2
Micro	16	26500	60	5
Secular Centre	16	26500	60	70
Sectoral	16	26500	60	6
Right	16	26500	60	151
Left	16	26500	70	228
Orthodox	16	26500	70	76
Arab-Israeli	16	26500	70	0
Micro	16	26500	70	3
Secular Centre	16	26500	70	77
Sectoral	16	26500	70	4
Right	16	26500	70	115
Left	16	26500	80	268
Orthodox	16	26500	80	8
Arab-Israeli	16	26500	80	8
Micro	16	26500	80	5
Secular Centre	16	26500	80	95
Sectoral	16	26500	80	3
Right	16	26500	80	108
Left	16	26500	90	266
Orthodox	16	26500	90	19
Arab-Israeli	16	26500	90	2
Micro	16	26500	90	6
Secular Centre	16	26500	90	72
Sectoral	16	26500	90	7
Right	16	26500	90	87
Left	16	26500	100	187
Orthodox	16	26500	100	11
Arab-Israeli	16	26500	100	3
Micro	16	26500	100	4
Secular Centre	16	26500	100	119
Sectoral	16	26500	100	8
Right	16	26500	100	144
Left	16	26500	110	212
Orthodox	16	26500	110	6
Arab-Israeli	16	26500	110	0
Micro	16	26500	110	4
Secular Centre	16	26500	110	74
Sectoral	16	26500	110	2
Right	16	26500	110	80
Left	16	26500	120	225
Orthodox	16	26500	120	14
Arab-Israeli	16	26500	120	3
Micro	16	26500	120	7
Secular Centre	16	26500	120	131
Sectoral	16	26500	120	8
Right	16	26500	120	150
Left	16	26500	130	198
Orthodox	16	26500	130	10
Arab-Israeli	16	26500	130	1
Micro	16	26500	130	5
Secular Centre	16	26500	130	129
Sectoral	16	26500	130	9
Right	16	26500	130	108
Left	16	26500	140	253
Orthodox	16	26500	140	7
Arab-Israeli	16	26500	140	1
Micro	16	26500	140	5
Secular Centre	16	26500	140	123
Sectoral	16	26500	140	9
Right	16	26500	140	122
Left	16	26500	150	190
Orthodox	16	26500	150	57
Arab-Israeli	16	26500	150	2
Micro	16	26500	150	1
Secular Centre	16	26500	150	49
Sectoral	16	26500	150	2
Right	16	26500	150	158
Left	16	26500	160	147
Orthodox	16	26500	160	167
Arab-Israeli	16	26500	160	1
Micro	16	26500	160	5
Secular Centre	16	26500	160	54
Sectoral	16	26500	160	10
Right	16	26500	160	192
Left	16	26500	170	59
Orthodox	16	26500	170	125
Arab-Israeli	16	26500	170	1
Micro	16	26500	170	3
Secular Centre	16	26500	170	18
Sectoral	16	26500	170	5
Right	16	26500	170	184
Left	16	26500	180	87
Orthodox	16	26500	180	97
Arab-Israeli	16	26500	180	0
Micro	16	26500	180	6
Secular Centre	16	26500	180	43
Sectoral	16	26500	180	12
Right	16	26500	180	221
Left	16	26500	190	259
Orthodox	16	26500	190	2
Arab-Israeli	16	26500	190	0
Micro	16	26500	190	6
Secular Centre	16	26500	190	84
Sectoral	16	26500	190	3
Right	16	26500	190	86
Left	16	26500	200	142
Orthodox	16	26500	200	7
Arab-Israeli	16	26500	200	1
Micro	16	26500	200	3
Secular Centre	16	26500	200	72
Sectoral	16	26500	200	6
Right	16	26500	200	91
Left	16	26500	210	198
Orthodox	16	26500	210	10
Arab-Israeli	16	26500	210	3
Micro	16	26500	210	7
Secular Centre	16	26500	210	106
Sectoral	16	26500	210	9
Right	16	26500	210	124
Left	16	26500	220	227
Orthodox	16	26500	220	17
Arab-Israeli	16	26500	220	0
Micro	16	26500	220	3
Secular Centre	16	26500	220	140
Sectoral	16	26500	220	16
Right	16	26500	220	157
Left	16	26500	230	251
Orthodox	16	26500	230	6
Arab-Israeli	16	26500	230	2
Micro	16	26500	230	4
Secular Centre	16	26500	230	107
Sectoral	16	26500	230	4
Right	16	26500	230	100
Left	16	26500	240	223
Orthodox	16	26500	240	2
Arab-Israeli	16	26500	240	0
Micro	16	26500	240	6
Secular Centre	16	26500	240	135
Sectoral	16	26500	240	13
Right	16	26500	240	109
Left	16	26500	250	227
Orthodox	16	26500	250	14
Arab-Israeli	16	26500	250	1
Micro	16	26500	250	8
Secular Centre	16	26500	250	113
Sectoral	16	26500	250	12
Right	16	26500	250	117
Left	16	26500	260	199
Orthodox	16	26500	260	10
Arab-Israeli	16	26500	260	1
Micro	16	26500	260	3
Secular Centre	16	26500	260	120
Sectoral	16	26500	260	8
Right	16	26500	260	120
Left	16	26500	270	272
Orthodox	16	26500	270	11
Arab-Israeli	16	26500	270	0
Micro	16	26500	270	5
Secular Centre	16	26500	270	116
Sectoral	16	26500	270	13
Right	16	26500	270	117
Left	16	26500	280	169
Orthodox	16	26500	280	19
Arab-Israeli	16	26500	280	1
Micro	16	26500	280	2
Secular Centre	16	26500	280	73
Sectoral	16	26500	280	6
Right	16	26500	280	112
Left	16	26500	290	273
Orthodox	16	26500	290	20
Arab-Israeli	16	26500	290	3
Micro	16	26500	290	2
Secular Centre	16	26500	290	130
Sectoral	16	26500	290	17
Right	16	26500	290	143
Left	16	26500	300	213
Orthodox	16	26500	300	6
Arab-Israeli	16	26500	300	0
Micro	16	26500	300	4
Secular Centre	16	26500	300	111
Sectoral	16	26500	300	9
Right	16	26500	300	100
Left	16	26500	310	237
Orthodox	16	26500	310	14
Arab-Israeli	16	26500	310	0
Micro	16	26500	310	8
Secular Centre	16	26500	310	118
Sectoral	16	26500	310	8
Right	16	26500	310	139
Left	16	26500	320	174
Orthodox	16	26500	320	7
Arab-Israeli	16	26500	320	0
Micro	16	26500	320	6
Secular Centre	16	26500	320	101
Sectoral	16	26500	320	8
Right	16	26500	320	119
Left	16	26500	330	225
Orthodox	16	26500	330	9
Arab-Israeli	16	26500	330	1
Micro	16	26500	330	6
Secular Centre	16	26500	330	142
Sectoral	16	26500	330	5
Right	16	26500	330	169
Left	16	26500	340	288
Orthodox	16	26500	340	14
Arab-Israeli	16	26500	340	3
Micro	16	26500	340	3
Secular Centre	16	26500	340	153
Sectoral	16	26500	340	5
Right	16	26500	340	142
Left	16	26500	350	264
Orthodox	16	26500	350	3
Arab-Israeli	16	26500	350	3
Micro	16	26500	350	3
Secular Centre	16	26500	350	92
Sectoral	16	26500	350	5
Right	16	26500	350	91
Left	16	26500	360	222
Orthodox	16	26500	360	18
Arab-Israeli	16	26500	360	0
Micro	16	26500	360	4
Secular Centre	16	26500	360	120
Sectoral	16	26500	360	4
Right	16	26500	360	142
Left	16	26500	400	263
Orthodox	16	26500	400	8
Arab-Israeli	16	26500	400	1
Micro	16	26500	400	7
Secular Centre	16	26500	400	99
Sectoral	16	26500	400	9
Right	16	26500	400	138
Left	16	26500	410	208
Orthodox	16	26500	410	14
Arab-Israeli	16	26500	410	1
Micro	16	26500	410	6
Secular Centre	16	26500	410	93
Sectoral	16	26500	410	9
Right	16	26500	410	112
Left	16	26500	420	266
Orthodox	16	26500	420	17
Arab-Israeli	16	26500	420	2
Micro	16	26500	420	3
Secular Centre	16	26500	420	122
Sectoral	16	26500	420	14
Right	16	26500	420	107
Left	16	26500	510	223
Orthodox	16	26500	510	21
Arab-Israeli	16	26500	510	1
Micro	16	26500	510	2
Secular Centre	16	26500	510	103
Sectoral	16	26500	510	3
Right	16	26500	510	119
Left	16	26500	520	256
Orthodox	16	26500	520	22
Arab-Israeli	16	26500	520	0
Micro	16	26500	520	9
Secular Centre	16	26500	520	132
Sectoral	16	26500	520	5
Right	16	26500	520	142
Left	16	26500	530	129
Orthodox	16	26500	530	10
Arab-Israeli	16	26500	530	0
Micro	16	26500	530	4
Secular Centre	16	26500	530	54
Sectoral	16	26500	530	7
Right	16	26500	530	84
Left	16	26500	540	162
Orthodox	16	26500	540	7
Arab-Israeli	16	26500	540	1
Micro	16	26500	540	2
Secular Centre	16	26500	540	108
Sectoral	16	26500	540	9
Right	16	26500	540	119
Left	16	26500	550	175
Orthodox	16	26500	550	9
Arab-Israeli	16	26500	550	0
Micro	16	26500	550	1
Secular Centre	16	26500	550	85
Sectoral	16	26500	550	4
Right	16	26500	550	89
Left	16	26500	630	342
Orthodox	16	26500	630	0
Arab-Israeli	16	26500	630	1
Micro	16	26500	630	3
Secular Centre	16	26500	630	118
Sectoral	16	26500	630	10
Right	16	26500	630	63
Left	16	26500	650	73
Orthodox	16	26500	650	4
Arab-Israeli	16	26500	650	0
Micro	16	26500	650	3
Secular Centre	16	26500	650	13
Sectoral	16	26500	650	5
Right	16	26500	650	22
Left	16	26500	660	161
Orthodox	16	26500	660	56
Arab-Israeli	16	26500	660	0
Micro	16	26500	660	3
Secular Centre	16	26500	660	88
Sectoral	16	26500	660	13
Right	16	26500	660	204
Left	16	26600	10	76
Orthodox	16	26600	10	111
Arab-Israeli	16	26600	10	0
Micro	16	26600	10	4
Secular Centre	16	26600	10	39
Sectoral	16	26600	10	13
Right	16	26600	10	242
Left	16	26600	20	60
Orthodox	16	26600	20	97
Arab-Israeli	16	26600	20	1
Micro	16	26600	20	3
Secular Centre	16	26600	20	32
Sectoral	16	26600	20	32
Right	16	26600	20	193
Left	16	26600	30	72
Orthodox	16	26600	30	130
Arab-Israeli	16	26600	30	0
Micro	16	26600	30	5
Secular Centre	16	26600	30	12
Sectoral	16	26600	30	11
Right	16	26600	30	258
Left	16	26600	40	67
Orthodox	16	26600	40	176
Arab-Israeli	16	26600	40	0
Micro	16	26600	40	4
Secular Centre	16	26600	40	14
Sectoral	16	26600	40	10
Right	16	26600	40	184
Left	16	26600	50	56
Orthodox	16	26600	50	74
Arab-Israeli	16	26600	50	1
Micro	16	26600	50	0
Secular Centre	16	26600	50	28
Sectoral	16	26600	50	10
Right	16	26600	50	169
Left	16	26600	60	38
Orthodox	16	26600	60	214
Arab-Israeli	16	26600	60	0
Micro	16	26600	60	2
Secular Centre	16	26600	60	12
Sectoral	16	26600	60	2
Right	16	26600	60	210
Left	16	26600	70	26
Orthodox	16	26600	70	180
Arab-Israeli	16	26600	70	0
Micro	16	26600	70	1
Secular Centre	16	26600	70	16
Sectoral	16	26600	70	18
Right	16	26600	70	169
Left	16	26600	80	104
Orthodox	16	26600	80	157
Arab-Israeli	16	26600	80	3
Micro	16	26600	80	6
Secular Centre	16	26600	80	21
Sectoral	16	26600	80	28
Right	16	26600	80	167
Left	16	26600	90	72
Orthodox	16	26600	90	119
Arab-Israeli	16	26600	90	3
Micro	16	26600	90	3
Secular Centre	16	26600	90	35
Sectoral	16	26600	90	19
Right	16	26600	90	148
Left	16	26600	100	73
Orthodox	16	26600	100	112
Arab-Israeli	16	26600	100	0
Micro	16	26600	100	3
Secular Centre	16	26600	100	16
Sectoral	16	26600	100	18
Right	16	26600	100	167
Left	16	26600	110	83
Orthodox	16	26600	110	140
Arab-Israeli	16	26600	110	2
Micro	16	26600	110	5
Secular Centre	16	26600	110	28
Sectoral	16	26600	110	9
Right	16	26600	110	174
Left	16	26600	120	154
Orthodox	16	26600	120	30
Arab-Israeli	16	26600	120	0
Micro	16	26600	120	5
Secular Centre	16	26600	120	87
Sectoral	16	26600	120	8
Right	16	26600	120	168
Left	16	26600	130	239
Orthodox	16	26600	130	12
Arab-Israeli	16	26600	130	1
Micro	16	26600	130	3
Secular Centre	16	26600	130	111
Sectoral	16	26600	130	13
Right	16	26600	130	101
Left	16	26600	140	180
Orthodox	16	26600	140	45
Arab-Israeli	16	26600	140	0
Micro	16	26600	140	5
Secular Centre	16	26600	140	84
Sectoral	16	26600	140	12
Right	16	26600	140	199
Left	16	26600	150	266
Orthodox	16	26600	150	22
Arab-Israeli	16	26600	150	0
Micro	16	26600	150	1
Secular Centre	16	26600	150	114
Sectoral	16	26600	150	7
Right	16	26600	150	123
Left	16	26600	160	65
Orthodox	16	26600	160	74
Arab-Israeli	16	26600	160	5
Micro	16	26600	160	4
Secular Centre	16	26600	160	32
Sectoral	16	26600	160	19
Right	16	26600	160	218
Left	16	26600	170	53
Orthodox	16	26600	170	143
Arab-Israeli	16	26600	170	0
Micro	16	26600	170	5
Secular Centre	16	26600	170	54
Sectoral	16	26600	170	24
Right	16	26600	170	266
Left	16	26600	180	39
Orthodox	16	26600	180	92
Arab-Israeli	16	26600	180	3
Micro	16	26600	180	6
Secular Centre	16	26600	180	21
Sectoral	16	26600	180	10
Right	16	26600	180	149
Left	16	26600	190	82
Orthodox	16	26600	190	124
Arab-Israeli	16	26600	190	2
Micro	16	26600	190	4
Secular Centre	16	26600	190	48
Sectoral	16	26600	190	20
Right	16	26600	190	215
Left	16	26600	210	30
Orthodox	16	26600	210	80
Arab-Israeli	16	26600	210	0
Micro	16	26600	210	3
Secular Centre	16	26600	210	7
Sectoral	16	26600	210	2
Right	16	26600	210	170
Left	16	26600	220	58
Orthodox	16	26600	220	114
Arab-Israeli	16	26600	220	1
Micro	16	26600	220	2
Secular Centre	16	26600	220	49
Sectoral	16	26600	220	11
Right	16	26600	220	173
Left	16	26600	230	51
Orthodox	16	26600	230	35
Arab-Israeli	16	26600	230	0
Micro	16	26600	230	3
Secular Centre	16	26600	230	61
Sectoral	16	26600	230	9
Right	16	26600	230	179
Left	16	26600	240	97
Orthodox	16	26600	240	58
Arab-Israeli	16	26600	240	0
Micro	16	26600	240	3
Secular Centre	16	26600	240	73
Sectoral	16	26600	240	8
Right	16	26600	240	213
Left	16	26600	250	181
Orthodox	16	26600	250	20
Arab-Israeli	16	26600	250	0
Micro	16	26600	250	6
Secular Centre	16	26600	250	126
Sectoral	16	26600	250	10
Right	16	26600	250	194
Left	16	26600	260	123
Orthodox	16	26600	260	33
Arab-Israeli	16	26600	260	0
Micro	16	26600	260	7
Secular Centre	16	26600	260	65
Sectoral	16	26600	260	7
Right	16	26600	260	183
Left	16	26600	270	182
Orthodox	16	26600	270	53
Arab-Israeli	16	26600	270	1
Micro	16	26600	270	8
Secular Centre	16	26600	270	102
Sectoral	16	26600	270	54
Right	16	26600	270	182
Left	16	26600	280	215
Orthodox	16	26600	280	14
Arab-Israeli	16	26600	280	0
Micro	16	26600	280	5
Secular Centre	16	26600	280	121
Sectoral	16	26600	280	6
Right	16	26600	280	107
Left	16	26600	290	100
Orthodox	16	26600	290	21
Arab-Israeli	16	26600	290	0
Micro	16	26600	290	3
Secular Centre	16	26600	290	94
Sectoral	16	26600	290	8
Right	16	26600	290	170
Left	16	26600	300	69
Orthodox	16	26600	300	89
Arab-Israeli	16	26600	300	1
Micro	16	26600	300	4
Secular Centre	16	26600	300	44
Sectoral	16	26600	300	33
Right	16	26600	300	223
Left	16	26600	310	67
Orthodox	16	26600	310	47
Arab-Israeli	16	26600	310	1
Micro	16	26600	310	5
Secular Centre	16	26600	310	55
Sectoral	16	26600	310	8
Right	16	26600	310	194
Left	16	26600	320	68
Orthodox	16	26600	320	88
Arab-Israeli	16	26600	320	2
Micro	16	26600	320	2
Secular Centre	16	26600	320	78
Sectoral	16	26600	320	9
Right	16	26600	320	215
Left	16	26600	330	98
Orthodox	16	26600	330	60
Arab-Israeli	16	26600	330	1
Micro	16	26600	330	7
Secular Centre	16	26600	330	110
Sectoral	16	26600	330	7
Right	16	26600	330	221
Left	16	26600	340	55
Orthodox	16	26600	340	51
Arab-Israeli	16	26600	340	0
Micro	16	26600	340	5
Secular Centre	16	26600	340	43
Sectoral	16	26600	340	14
Right	16	26600	340	177
Left	16	26600	350	72
Orthodox	16	26600	350	128
Arab-Israeli	16	26600	350	0
Micro	16	26600	350	3
Secular Centre	16	26600	350	41
Sectoral	16	26600	350	10
Right	16	26600	350	236
Left	16	26600	370	45
Orthodox	16	26600	370	158
Arab-Israeli	16	26600	370	0
Micro	16	26600	370	2
Secular Centre	16	26600	370	20
Sectoral	16	26600	370	5
Right	16	26600	370	186
Left	16	27100	10	7
Orthodox	16	27100	10	0
Arab-Israeli	16	27100	10	91
Micro	16	27100	10	160
Secular Centre	16	27100	10	0
Sectoral	16	27100	10	0
Right	16	27100	10	1
Left	16	27100	20	11
Orthodox	16	27100	20	8
Arab-Israeli	16	27100	20	79
Micro	16	27100	20	211
Secular Centre	16	27100	20	0
Sectoral	16	27100	20	0
Right	16	27100	20	0
Left	16	27100	30	12
Orthodox	16	27100	30	18
Arab-Israeli	16	27100	30	125
Micro	16	27100	30	281
Secular Centre	16	27100	30	0
Sectoral	16	27100	30	0
Right	16	27100	30	2
Left	16	27100	40	14
Orthodox	16	27100	40	3
Arab-Israeli	16	27100	40	84
Micro	16	27100	40	333
Secular Centre	16	27100	40	0
Sectoral	16	27100	40	0
Right	16	27100	40	1
Left	16	27100	51	39
Orthodox	16	27100	51	2
Arab-Israeli	16	27100	51	91
Micro	16	27100	51	136
Secular Centre	16	27100	51	0
Sectoral	16	27100	51	1
Right	16	27100	51	0
Left	16	27100	52	29
Orthodox	16	27100	52	6
Arab-Israeli	16	27100	52	81
Micro	16	27100	52	132
Secular Centre	16	27100	52	0
Sectoral	16	27100	52	0
Right	16	27100	52	2
Left	16	27100	60	20
Orthodox	16	27100	60	0
Arab-Israeli	16	27100	60	99
Micro	16	27100	60	208
Secular Centre	16	27100	60	1
Sectoral	16	27100	60	0
Right	16	27100	60	0
Left	16	27100	70	28
Orthodox	16	27100	70	2
Arab-Israeli	16	27100	70	146
Micro	16	27100	70	215
Secular Centre	16	27100	70	0
Sectoral	16	27100	70	0
Right	16	27100	70	2
Left	16	27100	80	9
Orthodox	16	27100	80	2
Arab-Israeli	16	27100	80	97
Micro	16	27100	80	286
Secular Centre	16	27100	80	0
Sectoral	16	27100	80	2
Right	16	27100	80	5
Left	16	27100	90	16
Orthodox	16	27100	90	0
Arab-Israeli	16	27100	90	103
Micro	16	27100	90	160
Secular Centre	16	27100	90	0
