Bloc	Knesset	Locality	Party	Station	Votes
Arab-Israeli	14	4900	58	20	215
Micro	14	4900	59	20	0
Right	14	4900	60	20	0
Micro	14	4900	61	20	0
Sectoral	14	4900	62	20	0
Right	14	4900	63	20	1
Left	14	4900	64	20	125
Micro	14	4900	65	20	0
Arab-Israeli	14	4900	66	20	295
Micro	14	4900	67	20	2
Micro	14	4900	68	20	36
Micro	14	4900	69	20	0
Orthodox	14	4900	70	20	0
Micro	14	4900	71	20	0
Left	14	4900	52	30	125
Orthodox	14	4900	53	30	1
Orthodox	14	4900	54	30	0
Micro	14	4900	55	30	0
Micro	14	4900	56	30	0
Secular Centre	14	4900	57	30	0
Arab-Israeli	14	4900	58	30	157
Micro	14	4900	59	30	0
Right	14	4900	60	30	0
Micro	14	4900	61	30	0
Sectoral	14	4900	62	30	0
Right	14	4900	63	30	10
Left	14	4900	64	30	135
Micro	14	4900	65	30	0
Arab-Israeli	14	4900	66	30	245
Micro	14	4900	67	30	0
Micro	14	4900	68	30	5
Micro	14	4900	69	30	0
Orthodox	14	4900	70	30	0
Micro	14	4900	71	30	0
Left	14	4900	52	40	90
Orthodox	14	4900	53	40	47
Orthodox	14	4900	54	40	0
Micro	14	4900	55	40	0
Micro	14	4900	56	40	0
Secular Centre	14	4900	57	40	0
Arab-Israeli	14	4900	58	40	36
Micro	14	4900	59	40	0
Right	14	4900	60	40	0
Micro	14	4900	61	40	0
Sectoral	14	4900	62	40	0
Right	14	4900	63	40	2
Left	14	4900	64	40	116
Micro	14	4900	65	40	0
Arab-Israeli	14	4900	66	40	350
Micro	14	4900	67	40	0
Micro	14	4900	68	40	35
Micro	14	4900	69	40	0
Orthodox	14	4900	70	40	0
Micro	14	4900	71	40	1
Left	14	4900	52	50	93
Orthodox	14	4900	53	50	0
Orthodox	14	4900	54	50	0
Micro	14	4900	55	50	0
Micro	14	4900	56	50	0
Secular Centre	14	4900	57	50	0
Arab-Israeli	14	4900	58	50	120
Micro	14	4900	59	50	0
Right	14	4900	60	50	0
Micro	14	4900	61	50	0
Sectoral	14	4900	62	50	0
Right	14	4900	63	50	2
Left	14	4900	64	50	211
Micro	14	4900	65	50	0
Arab-Israeli	14	4900	66	50	300
Micro	14	4900	67	50	0
Micro	14	4900	68	50	20
Micro	14	4900	69	50	0
Orthodox	14	4900	70	50	0
Micro	14	4900	71	50	0
Left	14	4920	52	10	13
Orthodox	14	4920	53	10	9
Orthodox	14	4920	54	10	1
Micro	14	4920	55	10	1
Micro	14	4920	56	10	0
Secular Centre	14	4920	57	10	0
Arab-Israeli	14	4920	58	10	450
Micro	14	4920	59	10	0
Right	14	4920	60	10	0
Micro	14	4920	61	10	0
Sectoral	14	4920	62	10	0
Right	14	4920	63	10	0
Left	14	4920	64	10	54
Micro	14	4920	65	10	0
Arab-Israeli	14	4920	66	10	142
Micro	14	4920	67	10	0
Micro	14	4920	68	10	12
Micro	14	4920	69	10	0
Orthodox	14	4920	70	10	16
Micro	14	4920	71	10	0
Left	14	4920	52	20	26
Orthodox	14	4920	53	20	3
Orthodox	14	4920	54	20	0
Micro	14	4920	55	20	1
Micro	14	4920	56	20	0
Secular Centre	14	4920	57	20	0
Arab-Israeli	14	4920	58	20	405
Micro	14	4920	59	20	0
Right	14	4920	60	20	0
Micro	14	4920	61	20	0
Sectoral	14	4920	62	20	0
Right	14	4920	63	20	1
Left	14	4920	64	20	23
Micro	14	4920	65	20	0
Arab-Israeli	14	4920	66	20	141
Micro	14	4920	67	20	0
Micro	14	4920	68	20	18
Micro	14	4920	69	20	2
Orthodox	14	4920	70	20	1
Micro	14	4920	71	20	0
Left	14	4920	52	30	82
Orthodox	14	4920	53	30	35
Orthodox	14	4920	54	30	0
Micro	14	4920	55	30	31
Micro	14	4920	56	30	0
Secular Centre	14	4920	57	30	4
Arab-Israeli	14	4920	58	30	311
Micro	14	4920	59	30	1
Right	14	4920	60	30	0
Micro	14	4920	61	30	0
Sectoral	14	4920	62	30	0
Right	14	4920	63	30	1
Left	14	4920	64	30	38
Micro	14	4920	65	30	0
Arab-Israeli	14	4920	66	30	343
Micro	14	4920	67	30	0
Micro	14	4920	68	30	10
Micro	14	4920	69	30	0
Orthodox	14	4920	70	30	26
Micro	14	4920	71	30	0
Left	14	4920	52	40	30
Orthodox	14	4920	53	40	13
Orthodox	14	4920	54	40	0
Micro	14	4920	55	40	0
Micro	14	4920	56	40	0
Secular Centre	14	4920	57	40	0
Arab-Israeli	14	4920	58	40	250
Micro	14	4920	59	40	0
Right	14	4920	60	40	0
Micro	14	4920	61	40	0
Sectoral	14	4920	62	40	0
Right	14	4920	63	40	7
Left	14	4920	64	40	17
Micro	14	4920	65	40	0
Arab-Israeli	14	4920	66	40	155
Micro	14	4920	67	40	0
Micro	14	4920	68	40	20
Micro	14	4920	69	40	0
Orthodox	14	4920	70	40	0
Micro	14	4920	71	40	0
Left	14	4920	52	50	21
Orthodox	14	4920	53	50	3
Orthodox	14	4920	54	50	3
Micro	14	4920	55	50	1
Micro	14	4920	56	50	0
Secular Centre	14	4920	57	50	1
Arab-Israeli	14	4920	58	50	235
Micro	14	4920	59	50	2
Right	14	4920	60	50	0
Micro	14	4920	61	50	0
Sectoral	14	4920	62	50	0
Right	14	4920	63	50	2
Left	14	4920	64	50	22
Micro	14	4920	65	50	0
Arab-Israeli	14	4920	66	50	154
Micro	14	4920	67	50	1
Micro	14	4920	68	50	9
Micro	14	4920	69	50	0
Orthodox	14	4920	70	50	7
Micro	14	4920	71	50	1
Left	14	4940	52	10	276
Orthodox	14	4940	53	10	41
Orthodox	14	4940	54	10	5
Micro	14	4940	55	10	0
Micro	14	4940	56	10	3
Secular Centre	14	4940	57	10	0
Arab-Israeli	14	4940	58	10	13
Micro	14	4940	59	10	0
Right	14	4940	60	10	1
Micro	14	4940	61	10	0
Sectoral	14	4940	62	10	0
Right	14	4940	63	10	55
Left	14	4940	64	10	72
Micro	14	4940	65	10	0
Arab-Israeli	14	4940	66	10	6
Micro	14	4940	67	10	0
Micro	14	4940	68	10	4
Micro	14	4940	69	10	2
Orthodox	14	4940	70	10	44
Micro	14	4940	71	10	1
Left	14	4940	52	20	348
Orthodox	14	4940	53	20	26
Orthodox	14	4940	54	20	16
Micro	14	4940	55	20	0
Micro	14	4940	56	20	6
Secular Centre	14	4940	57	20	1
Arab-Israeli	14	4940	58	20	17
Micro	14	4940	59	20	1
Right	14	4940	60	20	1
Micro	14	4940	61	20	1
Sectoral	14	4940	62	20	0
Right	14	4940	63	20	41
Left	14	4940	64	20	108
Micro	14	4940	65	20	0
Arab-Israeli	14	4940	66	20	16
Micro	14	4940	67	20	1
Micro	14	4940	68	20	1
Micro	14	4940	69	20	0
Orthodox	14	4940	70	20	29
Micro	14	4940	71	20	2
Left	14	4940	52	30	305
Orthodox	14	4940	53	30	52
Orthodox	14	4940	54	30	6
Micro	14	4940	55	30	1
Micro	14	4940	56	30	2
Secular Centre	14	4940	57	30	0
Arab-Israeli	14	4940	58	30	24
Micro	14	4940	59	30	0
Right	14	4940	60	30	2
Micro	14	4940	61	30	2
Sectoral	14	4940	62	30	0
Right	14	4940	63	30	52
Left	14	4940	64	30	137
Micro	14	4940	65	30	0
Arab-Israeli	14	4940	66	30	12
Micro	14	4940	67	30	2
Micro	14	4940	68	30	1
Micro	14	4940	69	30	4
Orthodox	14	4940	70	30	27
Micro	14	4940	71	30	2
Left	14	4940	52	40	379
Orthodox	14	4940	53	40	33
Orthodox	14	4940	54	40	9
Micro	14	4940	55	40	0
Micro	14	4940	56	40	1
Secular Centre	14	4940	57	40	1
Arab-Israeli	14	4940	58	40	74
Micro	14	4940	59	40	1
Right	14	4940	60	40	2
Micro	14	4940	61	40	0
Sectoral	14	4940	62	40	1
Right	14	4940	63	40	50
Left	14	4940	64	40	125
Micro	14	4940	65	40	1
Arab-Israeli	14	4940	66	40	36
Micro	14	4940	67	40	6
Micro	14	4940	68	40	12
Micro	14	4940	69	40	1
Orthodox	14	4940	70	40	22
Micro	14	4940	71	40	0
Left	14	4940	52	50	343
Orthodox	14	4940	53	50	45
Orthodox	14	4940	54	50	6
Micro	14	4940	55	50	1
Micro	14	4940	56	50	2
Secular Centre	14	4940	57	50	2
Arab-Israeli	14	4940	58	50	25
Micro	14	4940	59	50	0
Right	14	4940	60	50	7
Micro	14	4940	61	50	1
Sectoral	14	4940	62	50	0
Right	14	4940	63	50	47
Left	14	4940	64	50	111
Micro	14	4940	65	50	2
Arab-Israeli	14	4940	66	50	6
Micro	14	4940	67	50	3
Micro	14	4940	68	50	2
Micro	14	4940	69	50	1
Orthodox	14	4940	70	50	13
Micro	14	4940	71	50	0
Left	14	4940	52	60	199
Orthodox	14	4940	53	60	32
Orthodox	14	4940	54	60	9
Micro	14	4940	55	60	0
Micro	14	4940	56	60	1
Secular Centre	14	4940	57	60	0
Arab-Israeli	14	4940	58	60	12
Micro	14	4940	59	60	0
Right	14	4940	60	60	1
Micro	14	4940	61	60	0
Sectoral	14	4940	62	60	0
Right	14	4940	63	60	12
Left	14	4940	64	60	79
Micro	14	4940	65	60	1
Arab-Israeli	14	4940	66	60	4
Micro	14	4940	67	60	0
Micro	14	4940	68	60	0
Micro	14	4940	69	60	0
Orthodox	14	4940	70	60	16
Micro	14	4940	71	60	0
Left	14	4940	52	70	242
Orthodox	14	4940	53	70	32
Orthodox	14	4940	54	70	9
Micro	14	4940	55	70	0
Micro	14	4940	56	70	1
Secular Centre	14	4940	57	70	3
Arab-Israeli	14	4940	58	70	17
Micro	14	4940	59	70	0
Right	14	4940	60	70	5
Micro	14	4940	61	70	0
Sectoral	14	4940	62	70	1
Right	14	4940	63	70	65
Left	14	4940	64	70	108
Micro	14	4940	65	70	1
Arab-Israeli	14	4940	66	70	10
Micro	14	4940	67	70	2
Micro	14	4940	68	70	1
Micro	14	4940	69	70	2
Orthodox	14	4940	70	70	14
Micro	14	4940	71	70	0
Left	14	4940	52	80	261
Orthodox	14	4940	53	80	41
Orthodox	14	4940	54	80	8
Micro	14	4940	55	80	2
Micro	14	4940	56	80	3
Secular Centre	14	4940	57	80	1
Arab-Israeli	14	4940	58	80	19
Micro	14	4940	59	80	0
Right	14	4940	60	80	1
Micro	14	4940	61	80	0
Sectoral	14	4940	62	80	0
Right	14	4940	63	80	60
Left	14	4940	64	80	137
Micro	14	4940	65	80	0
Arab-Israeli	14	4940	66	80	8
Micro	14	4940	67	80	0
Micro	14	4940	68	80	5
Micro	14	4940	69	80	1
Orthodox	14	4940	70	80	47
Micro	14	4940	71	80	0
Left	14	4940	52	90	154
Orthodox	14	4940	53	90	27
Orthodox	14	4940	54	90	1
Micro	14	4940	55	90	0
Micro	14	4940	56	90	1
Secular Centre	14	4940	57	90	1
Arab-Israeli	14	4940	58	90	14
Micro	14	4940	59	90	0
Right	14	4940	60	90	1
Micro	14	4940	61	90	1
Sectoral	14	4940	62	90	0
Right	14	4940	63	90	19
Left	14	4940	64	90	60
Micro	14	4940	65	90	1
Arab-Israeli	14	4940	66	90	8
Micro	14	4940	67	90	4
Micro	14	4940	68	90	0
Micro	14	4940	69	90	5
Orthodox	14	4940	70	90	32
Micro	14	4940	71	90	0
Left	14	4960	52	10	227
Orthodox	14	4960	53	10	109
Orthodox	14	4960	54	10	17
Micro	14	4960	55	10	0
Micro	14	4960	56	10	0
Secular Centre	14	4960	57	10	0
Arab-Israeli	14	4960	58	10	22
Micro	14	4960	59	10	0
Right	14	4960	60	10	0
Micro	14	4960	61	10	0
Sectoral	14	4960	62	10	0
Right	14	4960	63	10	141
Left	14	4960	64	10	38
Micro	14	4960	65	10	0
Arab-Israeli	14	4960	66	10	10
Micro	14	4960	67	10	0
Micro	14	4960	68	10	0
Micro	14	4960	69	10	0
Orthodox	14	4960	70	10	6
Micro	14	4960	71	10	0
Left	14	4960	52	20	328
Orthodox	14	4960	53	20	62
Orthodox	14	4960	54	20	4
Micro	14	4960	55	20	0
Micro	14	4960	56	20	0
Secular Centre	14	4960	57	20	2
Arab-Israeli	14	4960	58	20	22
Micro	14	4960	59	20	0
Right	14	4960	60	20	0
Micro	14	4960	61	20	0
Sectoral	14	4960	62	20	0
Right	14	4960	63	20	94
Left	14	4960	64	20	35
Micro	14	4960	65	20	0
Arab-Israeli	14	4960	66	20	4
Micro	14	4960	67	20	0
Micro	14	4960	68	20	0
Micro	14	4960	69	20	0
Orthodox	14	4960	70	20	45
Micro	14	4960	71	20	0
Left	14	4960	52	30	325
Orthodox	14	4960	53	30	51
Orthodox	14	4960	54	30	7
Micro	14	4960	55	30	0
Micro	14	4960	56	30	1
Secular Centre	14	4960	57	30	0
Arab-Israeli	14	4960	58	30	13
Micro	14	4960	59	30	0
Right	14	4960	60	30	3
Micro	14	4960	61	30	1
Sectoral	14	4960	62	30	0
Right	14	4960	63	30	112
Left	14	4960	64	30	51
Micro	14	4960	65	30	0
Arab-Israeli	14	4960	66	30	4
Micro	14	4960	67	30	1
Micro	14	4960	68	30	0
Micro	14	4960	69	30	1
Orthodox	14	4960	70	30	1
Micro	14	4960	71	30	0
Left	14	4970	52	10	246
Orthodox	14	4970	53	10	0
Orthodox	14	4970	54	10	0
Micro	14	4970	55	10	0
Micro	14	4970	56	10	0
Secular Centre	14	4970	57	10	0
Arab-Israeli	14	4970	58	10	2
Micro	14	4970	59	10	0
Right	14	4970	60	10	0
Micro	14	4970	61	10	0
Sectoral	14	4970	62	10	0
Right	14	4970	63	10	3
Left	14	4970	64	10	30
Micro	14	4970	65	10	0
Arab-Israeli	14	4970	66	10	110
Micro	14	4970	67	10	0
Micro	14	4970	68	10	53
Micro	14	4970	69	10	0
Orthodox	14	4970	70	10	0
Micro	14	4970	71	10	0
Left	14	4980	52	10	50
Orthodox	14	4980	53	10	8
Orthodox	14	4980	54	10	2
Micro	14	4980	55	10	0
Micro	14	4980	56	10	0
Secular Centre	14	4980	57	10	1
Arab-Israeli	14	4980	58	10	276
Micro	14	4980	59	10	0
Right	14	4980	60	10	0
Micro	14	4980	61	10	0
Sectoral	14	4980	62	10	0
Right	14	4980	63	10	0
Left	14	4980	64	10	54
Micro	14	4980	65	10	0
Arab-Israeli	14	4980	66	10	96
Micro	14	4980	67	10	2
Micro	14	4980	68	10	23
Micro	14	4980	69	10	1
Orthodox	14	4980	70	10	0
Micro	14	4980	71	10	1
Left	14	4980	52	20	70
Orthodox	14	4980	53	20	40
Orthodox	14	4980	54	20	0
Micro	14	4980	55	20	0
Micro	14	4980	56	20	0
Secular Centre	14	4980	57	20	0
Arab-Israeli	14	4980	58	20	63
Micro	14	4980	59	20	2
Right	14	4980	60	20	0
Micro	14	4980	61	20	0
Sectoral	14	4980	62	20	0
Right	14	4980	63	20	0
Left	14	4980	64	20	24
Micro	14	4980	65	20	0
Arab-Israeli	14	4980	66	20	152
Micro	14	4980	67	20	1
Micro	14	4980	68	20	62
Micro	14	4980	69	20	0
Orthodox	14	4980	70	20	3
Micro	14	4980	71	20	0
Left	14	4980	52	30	185
Orthodox	14	4980	53	30	1
Orthodox	14	4980	54	30	0
Micro	14	4980	55	30	0
Micro	14	4980	56	30	0
Secular Centre	14	4980	57	30	0
Arab-Israeli	14	4980	58	30	213
Micro	14	4980	59	30	0
Right	14	4980	60	30	2
Micro	14	4980	61	30	1
Sectoral	14	4980	62	30	0
Right	14	4980	63	30	0
Left	14	4980	64	30	60
Micro	14	4980	65	30	2
Arab-Israeli	14	4980	66	30	90
Micro	14	4980	67	30	0
Micro	14	4980	68	30	29
Micro	14	4980	69	30	1
Orthodox	14	4980	70	30	7
Micro	14	4980	71	30	0
Left	14	4980	52	40	29
Orthodox	14	4980	53	40	3
Orthodox	14	4980	54	40	0
Micro	14	4980	55	40	1
Micro	14	4980	56	40	0
Secular Centre	14	4980	57	40	0
Arab-Israeli	14	4980	58	40	343
Micro	14	4980	59	40	1
Right	14	4980	60	40	0
Micro	14	4980	61	40	0
Sectoral	14	4980	62	40	0
Right	14	4980	63	40	2
Left	14	4980	64	40	54
Micro	14	4980	65	40	0
Arab-Israeli	14	4980	66	40	106
Micro	14	4980	67	40	1
Micro	14	4980	68	40	10
Micro	14	4980	69	40	0
Orthodox	14	4980	70	40	0
Micro	14	4980	71	40	0
Left	14	4980	52	50	150
Orthodox	14	4980	53	50	0
Orthodox	14	4980	54	50	1
Micro	14	4980	55	50	0
Micro	14	4980	56	50	0
Secular Centre	14	4980	57	50	1
Arab-Israeli	14	4980	58	50	223
Micro	14	4980	59	50	0
Right	14	4980	60	50	2
Micro	14	4980	61	50	0
Sectoral	14	4980	62	50	0
Right	14	4980	63	50	0
Left	14	4980	64	50	142
Micro	14	4980	65	50	0
Arab-Israeli	14	4980	66	50	133
Micro	14	4980	67	50	0
Micro	14	4980	68	50	24
Micro	14	4980	69	50	0
Orthodox	14	4980	70	50	3
Micro	14	4980	71	50	0
Left	14	4980	52	60	128
Orthodox	14	4980	53	60	3
Orthodox	14	4980	54	60	1
Micro	14	4980	55	60	0
Micro	14	4980	56	60	0
Secular Centre	14	4980	57	60	0
Arab-Israeli	14	4980	58	60	240
Micro	14	4980	59	60	0
Right	14	4980	60	60	0
Micro	14	4980	61	60	0
Sectoral	14	4980	62	60	0
Right	14	4980	63	60	1
Left	14	4980	64	60	151
Micro	14	4980	65	60	0
Arab-Israeli	14	4980	66	60	176
Micro	14	4980	67	60	2
Micro	14	4980	68	60	85
Micro	14	4980	69	60	0
Orthodox	14	4980	70	60	21
Micro	14	4980	71	60	0
Left	14	4990	52	10	87
Orthodox	14	4990	53	10	1
Orthodox	14	4990	54	10	1
Micro	14	4990	55	10	2
Micro	14	4990	56	10	0
Secular Centre	14	4990	57	10	0
Arab-Israeli	14	4990	58	10	430
Micro	14	4990	59	10	2
Right	14	4990	60	10	0
Micro	14	4990	61	10	0
Sectoral	14	4990	62	10	0
Right	14	4990	63	10	18
Left	14	4990	64	10	59
Micro	14	4990	65	10	0
Arab-Israeli	14	4990	66	10	96
Micro	14	4990	67	10	2
Micro	14	4990	68	10	31
Micro	14	4990	69	10	0
Orthodox	14	4990	70	10	1
Micro	14	4990	71	10	0
Left	14	4990	52	20	58
Orthodox	14	4990	53	20	0
Orthodox	14	4990	54	20	0
Micro	14	4990	55	20	1
Micro	14	4990	56	20	0
Secular Centre	14	4990	57	20	0
Arab-Israeli	14	4990	58	20	327
Micro	14	4990	59	20	0
Right	14	4990	60	20	0
Micro	14	4990	61	20	0
Sectoral	14	4990	62	20	0
Right	14	4990	63	20	12
Left	14	4990	64	20	73
Micro	14	4990	65	20	0
Arab-Israeli	14	4990	66	20	112
Micro	14	4990	67	20	1
Micro	14	4990	68	20	5
Micro	14	4990	69	20	0
Orthodox	14	4990	70	20	2
Micro	14	4990	71	20	2
Left	14	4990	52	30	58
Orthodox	14	4990	53	30	4
Orthodox	14	4990	54	30	0
Micro	14	4990	55	30	1
Micro	14	4990	56	30	0
Secular Centre	14	4990	57	30	0
Arab-Israeli	14	4990	58	30	481
Micro	14	4990	59	30	1
Right	14	4990	60	30	0
Micro	14	4990	61	30	0
Sectoral	14	4990	62	30	0
Right	14	4990	63	30	4
Left	14	4990	64	30	69
Micro	14	4990	65	30	1
Arab-Israeli	14	4990	66	30	131
Micro	14	4990	67	30	0
Micro	14	4990	68	30	17
Micro	14	4990	69	30	1
Orthodox	14	4990	70	30	1
Micro	14	4990	71	30	0
Left	14	4990	52	40	87
Orthodox	14	4990	53	40	0
Orthodox	14	4990	54	40	0
Micro	14	4990	55	40	0
Micro	14	4990	56	40	0
Secular Centre	14	4990	57	40	0
Arab-Israeli	14	4990	58	40	261
Micro	14	4990	59	40	0
Right	14	4990	60	40	2
Micro	14	4990	61	40	0
Sectoral	14	4990	62	40	0
Right	14	4990	63	40	15
Left	14	4990	64	40	41
Micro	14	4990	65	40	0
Arab-Israeli	14	4990	66	40	131
Micro	14	4990	67	40	0
Micro	14	4990	68	40	9
Micro	14	4990	69	40	3
Orthodox	14	4990	70	40	1
Micro	14	4990	71	40	0
Left	14	4990	52	50	56
Orthodox	14	4990	53	50	2
Orthodox	14	4990	54	50	2
Micro	14	4990	55	50	0
Micro	14	4990	56	50	7
Secular Centre	14	4990	57	50	0
Arab-Israeli	14	4990	58	50	397
Micro	14	4990	59	50	0
Right	14	4990	60	50	0
Micro	14	4990	61	50	0
Sectoral	14	4990	62	50	0
Right	14	4990	63	50	2
Left	14	4990	64	50	33
Micro	14	4990	65	50	0
Arab-Israeli	14	4990	66	50	93
Micro	14	4990	67	50	0
Micro	14	4990	68	50	29
Micro	14	4990	69	50	1
Orthodox	14	4990	70	50	1
Micro	14	4990	71	50	0
Left	14	4990	52	60	55
Orthodox	14	4990	53	60	13
Orthodox	14	4990	54	60	1
Micro	14	4990	55	60	0
Micro	14	4990	56	60	0
Secular Centre	14	4990	57	60	0
Arab-Israeli	14	4990	58	60	384
Micro	14	4990	59	60	0
Right	14	4990	60	60	0
Micro	14	4990	61	60	0
Sectoral	14	4990	62	60	0
Right	14	4990	63	60	12
Left	14	4990	64	60	57
Micro	14	4990	65	60	3
Arab-Israeli	14	4990	66	60	76
Micro	14	4990	67	60	1
Micro	14	4990	68	60	13
Micro	14	4990	69	60	0
Orthodox	14	4990	70	60	1
Micro	14	4990	71	60	0
Left	14	4990	52	70	46
Orthodox	14	4990	53	70	0
Orthodox	14	4990	54	70	2
Micro	14	4990	55	70	0
Micro	14	4990	56	70	0
Secular Centre	14	4990	57	70	0
Arab-Israeli	14	4990	58	70	357
Micro	14	4990	59	70	1
Right	14	4990	60	70	0
Micro	14	4990	61	70	0
Sectoral	14	4990	62	70	0
Right	14	4990	63	70	8
Left	14	4990	64	70	55
Micro	14	4990	65	70	0
Arab-Israeli	14	4990	66	70	110
Micro	14	4990	67	70	0
Micro	14	4990	68	70	6
Micro	14	4990	69	70	1
Orthodox	14	4990	70	70	4
Micro	14	4990	71	70	0
Left	14	5020	52	10	213
Orthodox	14	5020	53	10	118
Orthodox	14	5020	54	10	0
Micro	14	5020	55	10	0
Micro	14	5020	56	10	17
Secular Centre	14	5020	57	10	0
Arab-Israeli	14	5020	58	10	33
Micro	14	5020	59	10	1
Right	14	5020	60	10	0
Micro	14	5020	61	10	1
Sectoral	14	5020	62	10	1
Right	14	5020	63	10	106
Left	14	5020	64	10	106
Micro	14	5020	65	10	0
Arab-Israeli	14	5020	66	10	3
Micro	14	5020	67	10	10
Micro	14	5020	68	10	1
Micro	14	5020	69	10	0
Orthodox	14	5020	70	10	80
Micro	14	5020	71	10	0
Left	14	5020	52	20	178
Orthodox	14	5020	53	20	28
Orthodox	14	5020	54	20	2
Micro	14	5020	55	20	0
Micro	14	5020	56	20	1
Secular Centre	14	5020	57	20	2
Arab-Israeli	14	5020	58	20	10
Micro	14	5020	59	20	0
Right	14	5020	60	20	1
Micro	14	5020	61	20	0
Sectoral	14	5020	62	20	0
Right	14	5020	63	20	83
Left	14	5020	64	20	57
Micro	14	5020	65	20	0
Arab-Israeli	14	5020	66	20	3
Micro	14	5020	67	20	0
Micro	14	5020	68	20	1
Micro	14	5020	69	20	0
Orthodox	14	5020	70	20	38
Micro	14	5020	71	20	1
Left	14	5020	52	30	236
Orthodox	14	5020	53	30	50
Orthodox	14	5020	54	30	0
Micro	14	5020	55	30	0
Micro	14	5020	56	30	2
Secular Centre	14	5020	57	30	3
Arab-Israeli	14	5020	58	30	52
Micro	14	5020	59	30	0
Right	14	5020	60	30	0
Micro	14	5020	61	30	0
Sectoral	14	5020	62	30	1
Right	14	5020	63	30	105
Left	14	5020	64	30	166
Micro	14	5020	65	30	0
Arab-Israeli	14	5020	66	30	6
Micro	14	5020	67	30	0
Micro	14	5020	68	30	0
Micro	14	5020	69	30	0
Orthodox	14	5020	70	30	78
Micro	14	5020	71	30	0
Left	14	5020	52	40	308
Orthodox	14	5020	53	40	66
Orthodox	14	5020	54	40	0
Micro	14	5020	55	40	0
Micro	14	5020	56	40	0
Secular Centre	14	5020	57	40	1
Arab-Israeli	14	5020	58	40	22
Micro	14	5020	59	40	0
Right	14	5020	60	40	21
Micro	14	5020	61	40	0
Sectoral	14	5020	62	40	0
Right	14	5020	63	40	40
Left	14	5020	64	40	44
Micro	14	5020	65	40	0
Arab-Israeli	14	5020	66	40	0
Micro	14	5020	67	40	3
Micro	14	5020	68	40	0
Micro	14	5020	69	40	0
Orthodox	14	5020	70	40	129
Micro	14	5020	71	40	0
Left	14	5020	52	50	245
Orthodox	14	5020	53	50	25
Orthodox	14	5020	54	50	0
Micro	14	5020	55	50	0
Micro	14	5020	56	50	24
Secular Centre	14	5020	57	50	0
Arab-Israeli	14	5020	58	50	92
Micro	14	5020	59	50	0
Right	14	5020	60	50	3
Micro	14	5020	61	50	0
Sectoral	14	5020	62	50	0
Right	14	5020	63	50	93
Left	14	5020	64	50	71
Micro	14	5020	65	50	0
Arab-Israeli	14	5020	66	50	0
Micro	14	5020	67	50	2
Micro	14	5020	68	50	0
Micro	14	5020	69	50	0
Orthodox	14	5020	70	50	20
Micro	14	5020	71	50	0
Left	14	5020	52	60	205
Orthodox	14	5020	53	60	17
Orthodox	14	5020	54	60	0
Micro	14	5020	55	60	0
Micro	14	5020	56	60	11
Secular Centre	14	5020	57	60	9
Arab-Israeli	14	5020	58	60	99
Micro	14	5020	59	60	0
Right	14	5020	60	60	0
Micro	14	5020	61	60	1
Sectoral	14	5020	62	60	0
Right	14	5020	63	60	59
Left	14	5020	64	60	92
Micro	14	5020	65	60	0
Arab-Israeli	14	5020	66	60	0
Micro	14	5020	67	60	0
Micro	14	5020	68	60	0
Micro	14	5020	69	60	0
Orthodox	14	5020	70	60	35
Micro	14	5020	71	60	0
Left	14	5040	52	10	133
Orthodox	14	5040	53	10	55
Orthodox	14	5040	54	10	1
Micro	14	5040	55	10	2
Micro	14	5040	56	10	0
Secular Centre	14	5040	57	10	0
Arab-Israeli	14	5040	58	10	221
Micro	14	5040	59	10	0
Right	14	5040	60	10	0
Micro	14	5040	61	10	0
Sectoral	14	5040	62	10	0
Right	14	5040	63	10	1
Left	14	5040	64	10	61
Micro	14	5040	65	10	1
Arab-Israeli	14	5040	66	10	136
Micro	14	5040	67	10	1
Micro	14	5040	68	10	12
Micro	14	5040	69	10	1
Orthodox	14	5040	70	10	2
Micro	14	5040	71	10	1
Left	14	5040	52	20	28
Orthodox	14	5040	53	20	6
Orthodox	14	5040	54	20	0
Micro	14	5040	55	20	0
Micro	14	5040	56	20	1
Secular Centre	14	5040	57	20	0
Arab-Israeli	14	5040	58	20	494
Micro	14	5040	59	20	0
Right	14	5040	60	20	0
Micro	14	5040	61	20	1
Sectoral	14	5040	62	20	0
Right	14	5040	63	20	0
Left	14	5040	64	20	42
Micro	14	5040	65	20	0
Arab-Israeli	14	5040	66	20	132
Micro	14	5040	67	20	2
Micro	14	5040	68	20	12
Micro	14	5040	69	20	1
Orthodox	14	5040	70	20	2
Micro	14	5040	71	20	0
Left	14	5040	52	30	33
Orthodox	14	5040	53	30	0
Orthodox	14	5040	54	30	0
Micro	14	5040	55	30	0
Micro	14	5040	56	30	0
Secular Centre	14	5040	57	30	0
Arab-Israeli	14	5040	58	30	309
Micro	14	5040	59	30	0
Right	14	5040	60	30	1
Micro	14	5040	61	30	1
Sectoral	14	5040	62	30	0
Right	14	5040	63	30	2
Left	14	5040	64	30	28
Micro	14	5040	65	30	0
Arab-Israeli	14	5040	66	30	201
Micro	14	5040	67	30	1
Micro	14	5040	68	30	57
Micro	14	5040	69	30	0
Orthodox	14	5040	70	30	3
Micro	14	5040	71	30	0
Left	14	5040	52	40	63
Orthodox	14	5040	53	40	16
Orthodox	14	5040	54	40	1
Micro	14	5040	55	40	4
Micro	14	5040	56	40	0
Secular Centre	14	5040	57	40	0
Arab-Israeli	14	5040	58	40	172
