Address	Latitude	Longitude
פחד יצחק 8, תל-אביב	32.0358793	34.7472392
"רא""ל מרדכי גור 12, מרכז-דרום"	30.829562	35.0388164
נרקיס 11, ירושלים	31.7788845	35.212915
שאר ישוב 24, חדרה	32.4411928	34.9260594
הכרמל, אשקלון	31.6761354	34.5583182
הרצל 2, קרית אונו	32.0666084	34.8489864
רומאנה, יזרעאל	32.788118	35.311211
ספיר, באר שבע	30.613623	35.184144
הרב הרטום שמואל 33, השרון (נתניה)	32.2968315	34.8568395
סולד הנריטה, יזרעאל	32.6236932	35.3302138
שילה שכון ה, ראש העין	32.0900461	34.9600899
שכ עין ג'ראר, אום אל-פחם	32.510051	35.142063
שדרות הארבעה 6, יזרעאל	32.4960458	35.49994770000001
"ביל""ו 15, רעננה"	32.1788773	34.8665983
דהומיי 7, ירושלים	31.7559385	35.1658768
גינת החולה 12, רמלה-לוד	31.8959402	35.0193816
גילון, כרמיאל	32.904338	35.232191
הנשיא 72, חדרה	32.4382457	34.9247803
"צה""ל 23, קריות"	32.841667	35.071389
אבן יהודה, אבן יהודה	32.2700426	34.8809634
גבעת עוז 1, גבעת עוז	32.555934	35.198004
עירית 17, פתח תקווה	32.0355109	34.7496065
"ערבי נחל 1, בני עי""ש"	31.7853965	34.7599513
ברמן בני 4, נתניה	32.2811814	34.8449548
דולב ד.נ. מודיעין, דולב	31.8960158	35.033029
העליה, נצרת עילית	32.6951378	35.3178855
שדרות דם המכבים 9, רמלה-לוד	31.9072864	35.0123971
הגדוד העברי 22, ירושלים	31.7667948	35.2144626
יוהנסבורג, אשקלון	31.6777574	34.5686127
הניצן, השרון (נתניה)	32.2756511	34.8840665
שלמה בן יוסף רובע ו', אשדוד	31.7959841	34.6576361
רמת רחל, רמת רחל	31.7403163	35.2178825
מקדונלד 24, השרון (נתניה)	32.3335712	34.8531338
שד בן צבי 6, קריות	32.841667	35.071389
כפר סאלד, צפת	33.196035	35.657993
מלכי ישראל 58, נתיבות	31.4201583	34.5908132
גולומב 25, חולון	32.0166406	34.7700581
רגבה, רגבה	32.977493	35.099129
אחד העם 33, בית שאן	32.493296	35.498902
רח 5077 2, נצרת	32.6980363	35.2912547
נווה מבטח, אשקלון	31.806767	34.741231
המתנדבים 6, רחובות	31.8943652	34.8115292
טללים, באר שבע	30.991511	34.771261
חורפיש, עכו	33.016688	35.347106
דפנה, דפנה	33.23075	35.638268
שולזינגר 1, פתח תקווה	32.0979402	34.8930047
שד כצנלסון 40, קריות	32.8008868	35.10550140000001
קבוץ גלויות 85, אופקים	31.3131474	34.6144746
בארותיים, בארותיים	32.321039	34.98343
אחיעזר, רמלה-לוד	31.942854	34.885011
קורצ'ק יאנוש, עכו	32.933052	35.082678
ז'בוטינסקי, אשקלון	31.656118	34.559509
המאה ואחד, רמת גן	32.0564973	34.8179314
מבוא דותן, מבוא דותן	32.420772	35.173869
הלל 81 הדר עליון, חיפה	32.8126053	34.9888324
מרווה 11, באר שבע	31.2521018	34.7867691
אינשטיין אלברט 94, חיפה	32.7779233	34.9995868
צאלון 1, באר שבע	31.229479	34.783008
גבעת התחמושת 35, חולון	32.0039787	34.7902718
בגין מנחם 9, בית דגן	32.0027376	34.8293285
ענב, השרון (נתניה)	32.321458	34.853196
ההגנה 64, דן-צפון	33.239637	35.653953
גנרל קניג פייר 16, ירושלים	31.7554096	35.2140339
נורדאו 55, ראשון לציון	31.9585296	34.8075831
שדה יצחק 26, חיפה	32.8213311	34.9866934
מיכשוילי 17, אשדוד	31.7911004	34.6553408
שד אורנים, רמת אפעל	32.041414	34.833064
אשכול לוי 94, תל אביב - יפו	32.1105737	34.7893998
מורדי הגטאות 23 שיכן ותיקים, כפר סבא	32.1795884	34.89046270000001
חמדיה, חמדיה	32.519773	35.520568
דרך עכו 257, קריות	32.855174	35.094006
כברי, כברי	33.020985	35.147007
שקד 41, נצרת עילית	32.6977673	35.3188244
שדי תרומות, יזרעאל	32.440898	35.484204
שבט תראבין, תראבין א-צאנע (שב	31.345481	34.739126
יתד, יתד	31.207042	34.326126
הבנים, אשקלון	31.6800248	34.5744595
אילת רובע א', אשדוד	31.812483	34.646472
משעול הנשיא, שדרות	31.52269399999999	34.595581
יצחק אלחנן 13, דן	32.8030842	34.9884878
גן השומרון, גן השומרון	32.465007	34.999047
בית השיטה, בית השיטה	32.550874	35.43935099999999
מחולה מחולה, רותם	32.365285	35.51602
מצולות ים 7, גבעתיים	32.0632608	34.8063874
שבטי ישראל 14, נס ציונה	31.9360471	34.8084675
ככר ארן זלמן 7, ירושלים	31.8017939	35.2271172
התדהר 4, מגדל העמק	32.6807985	35.239786
סלעית, מרכז-צפון	32.242589	35.051258
בן צבי 12, יהוד-מונוסון	32.0301614	34.8943489
שדה יואב, אשקלון	31.645723	34.676849
אהבת ישראל 26, יהודה	31.046051	34.851612
פרץ מרקיש 14 א, חיפה	32.793408	35.00843
ביריה, צפת	32.978108	35.503096
מבוא חורון, מרכז-דרום	31.849598	35.034977
משה שרת, עכו	32.932061	35.078362
סורוצקין 38, ירושלים	31.79750079999999	35.2058236
אלפסי 31, ראשון לציון	31.9493715	34.819903
האספרגוס 11, תל-אביב	32.0686674	34.8004929
קרית ארבע, יהודה	31.529326	35.115625
הרב הירש 27, בני ברק	32.0803128	34.8314257
הפרחים 28, רשפון	32.1996485	34.8240134
היין 2, רחובות	31.9736224	34.7785242
שושנה פרסיץ אזורי חן, תל אביב - יפו	32.1338003	34.7963947
קדושי קהיר 14, דן-דרום	32.0248955	34.7468771
חכים אליהו 6, חיפה	32.8202014	34.9723164
בית עייד סוואחרה, ירושלים	31.7506441	35.2612375
העבודה 16, יזרעאל	32.562589	35.319425
בית נחמיה, בית נחמיה	31.977142	34.953835
"ביל""ו, פתח תקווה"	32.087112	34.879419
שכ' מנסורה, מגאר	32.890704	35.40461
עיר היונה 10, אריאל	32.1010653	35.205951
לכיש 1, אשקלון	31.667015	34.577701
האם 14, רמת גן	32.0591196	34.8316728
דרך הים 44 כרמליה, חיפה	32.8069292	34.9802863
שינקין 54, גבעתיים	32.0758953	34.8141616
מסדה, כנרת	32.682305	35.597657
דרובין יואל 35, רחובות	31.9563654	34.7998394
שדמות דבורה, שדמות דבורה	32.696245	35.43641
כפר מימון, כפר מימון	31.431401	34.53718
דרך חברון 136, ירושלים	31.7479976	35.2178708
עמישב 05, תל אביב - יפו	32.065469	34.8040198
הנגב 3 גבעת אולגה, חדרה	32.440121	34.88493920000001
נחליאלי 9, נהריה	33.0054486	35.1090272
הרשות 6 א, מרכז-צפון	32.1590283	34.8950419
תל יצחק, תל יצחק	32.252745	34.872378
ברנר, קרית אתא	32.8082416	35.1143759
גיבשטיין יהושע 31, ראשון לציון	31.95115149999999	34.8108981
משעול פעמונית, שדרות	31.5206899	34.5907423
האון, כנרת	32.726748	35.622665
קדיש לוז, קרית מוצקין	32.8434145	35.0882396
הזית 5, חיפה	32.8284673	34.9801496
תל חי 68, כפר סבא	32.1786875	34.9157454
טווס 1, מרכז-צפון	32.142841	34.89302
הזורע, יזרעאל	32.644516	35.11918
ההסתדרות 19, אשדוד	31.808694	34.6490816
גרינשפן הרשל 6, רחובות	31.8943652	34.8115292
הרימון, השרון (נתניה)	32.3523469	34.8656597
רחבת אילן 01 רמת אילן, גבעת שמואל	32.070294	34.847095
ימא ימה, זמר	32.369541	35.033489
העצמאות 41, אשקלון	31.678998	34.571696
הבקעה 3, איילון	32.0864477	34.7987078
כוכב הים 12, חופית	32.3842896	34.8702249
ליד גן התפוז גני אביב, לוד	31.959303	34.880925
בני תורה, קריות	32.841667	35.071389
ז'בוטינסקי 455, עכו	32.8565953	35.0972191
תלמים 1, אשקלון	31.569468	34.676142
לילינבלום 63, גדרה	31.8182474	34.7774669
נחל דולב 52, בית שמש	31.7102921	34.9987172
גיבורי החיל 1, רחובות	31.8690108	34.7426597
עין אילה, עין איילה	32.629963	34.944296
בעל שם טוב 2, שדרות	31.527718	34.6035646
מבצע אסף 3, עכו	32.933052	35.082678
יסמין 1, כרמיאל	32.9071229	35.2850571
ארלוזורוב 18, רחובות	31.8863973	34.8070181
הנריטה סולד רובע ב', אשדוד	31.8040997	34.6527168
שער הגולן, שער הגולן	32.686919	35.604656
המיסדים 9, קריות	32.8446206	35.0921975
בן יוסף שלמה 24, דן	32.1259299	34.7981629
שכ 1, תל שבע	31.248499	34.861377
מרומי שדה, מודיעין עילית	31.9279233	35.044011
תלמי יפה, תלמי יפה	31.616857	34.612482
שדה יעקב, שדה יעקב	32.69756	35.141315
מרשוב 3, רחובות	31.8943652	34.8115292
עוגן 14, קריות	32.841667	35.071389
גן שמואל, גן שמואל	32.452911	34.949311
עין הוד, עין הוד	32.700292	34.982716
גוט לוין 22 נוש, חיפה	32.7881229	35.0057522
ג'סר א-זרקא, חדרה	32.536262	34.911569
נחל צלמון 23, רמלה-לוד	31.8905074	35.0087821
חפצי-בה, יזרעאל	32.518729	35.426247
זבוטינסקי 91 שכון ג, באר שבע	31.2515726	34.8091188
סורוצקין 83, ירושלים	31.7986165	35.2092015
נתיב העשרה, נתיב העשרה	31.572407	34.539322
ביקובסקי 6 שכון גיורא, יהוד	32.0333033	34.8899602
המתמיד 37, דן-צפון	33.239637	35.653953
בית אלפא 80, חיפה	32.8366026	35.0600743
ברקת, חולון	32.0089622	34.774209
גלר, כפר סבא	32.175083	34.896769
מרומי שדה 8, מודיעין עילית	31.9287529	35.0438529
נחל הצבי 71 א, מגדל העמק	32.686103	35.2366022
גשר, כנרת	32.621205	35.550376
קוממיות, אשקלון	31.6561829	34.5823113
בר יהודה 22, איילון	32.8101588	35.0750083
ז'בוטינסקי, טירת כרמל	32.7602858	34.9669639
"צה""ל 7, גבעתיים"	32.0722831	34.8100205
סר אייזיק, עכו	32.9290091	35.0809902
גזית 19, פתח תקווה	32.1057112	34.8985552
אב 4, אשקלון	31.672262	34.5821621
השר פנקס 2 א, איילון	32.0187269	34.746671
דרך דיין משה 5, פתח תקווה	32.0933871	34.8622211
לביא לביא, הודיות	32.787648	35.440717
שכ 9, באר שבע	31.2521018	34.7867691
בן זומא 15, בני ברק	32.0874786	34.842768
טל חיים 3, בני ברק	32.0726104	34.8367818
החולה 4, דן-צפון	33.239637	35.653953
"מעגלי הרי""ם לוין 27, ירושלים"	31.8042861	35.2174088
כמאנה, כרמיאל	32.909311	35.336928
מנדל מתתיהו 11, דן-צפון	33.239637	35.653953
יהושפט 03, עכו	32.9223964	35.0750971
האורן, עכו	32.937286	35.078361
"רש""י 06 מקור ברוך, ירושלים"	31.7876179	35.215337
ז'בוטינסקי, נתיבות	31.425696	34.589046
ז'בוטינסקי 10, באר שבע	31.247942	34.807178
קנית 1, באר שבע	31.2521018	34.7867691
מלכי ישראל 75, ירושלים	31.7904323	35.2106616
גולן, נצרת עילית	32.71001	35.325241
תנובות, השרון (נתניה)	32.305863	34.962586
הירדן 29, צפת	32.958806	35.5116764
דרך מדבר יהודה 13, מעלה אדומים	31.7749886	35.2950891
"צ""ג בנות 63, ראשון לציון"	31.9670803	34.8095188
קבוץ גלויות, עכו	32.92666	35.084852
בן ציון 7, ירושלים	31.7887964	35.1967557
גאולה 32, כפר סבא	32.172859	34.8991895
מרכז הכפר, דאלית אל-כרמל	32.693642	35.04688
אביבים, צפת	33.089381	35.470338
קרן היסוד קרית אליהו, רעננה	32.187201	34.872223
הגבורה 37, קרית גת	31.6059381	34.7543117
ברק בן אבינועם, אשקלון	31.774534	34.641347
מרגניות, קרית טבעון	32.726372	35.140161
עליה שניה 4, פתח תקווה	32.0869461	34.8880593
האלון, חדרה	32.4241026	34.9206125
אחימאיר אבא 3, רמלה	31.9390025	34.873975
שכ עין אלשערה, חדרה	32.4340458	34.9196518
מעלה אורט 51, כרמיאל	32.9116655	35.2832212
"קק""ל 55, אשקלון"	31.6637306	34.5876224
אירוס 5, גדרה	31.8106116	34.7839398
אל מותנבי 01 הדר, חיפה	32.8169875	34.9834986
הורדים 16, קרית מלאכי	31.7240153	34.7453759
רביבים 8, דן	31.045195	34.72108600000001
מוקייבלה, יזרעאל	32.514142	35.294806
נחמיה 31, חולון	32.0160246	34.7969618
השלושה, השרון (נתניה)	32.2742974	34.8916735
גלאון, גלאון	31.63337099999999	34.848898
פינס אפרידר, אשקלון	31.6684662	34.566528
בית צפפה, ירושלים	31.7460743	35.2005014
מגדל נוף הארבל 12, כנרת	32.8391719	35.5039494
שד ששת הימים 211, אילת	29.5578026	34.9394665
בר כוכבא, אשקלון	31.6831332	34.5690895
בר אילן 40, בת ים	32.0131449	34.7460667
אסירי ציון 2, ירושלים	31.81584999999999	35.19503419999999
דה וינצ'י לאונרדו 1, תל-אביב	32.0754763	34.7843757
שדה אליהו, יזרעאל	32.441882	35.513803
כחל, כחל	32.89046500000001	35.511572
זבוטנסקי שכון עמידר, טירת כרמל	32.7602858	34.9669639
סנש חנה 2, קריות	32.323824	34.8645554
אבן גבירול 1, פתח תקווה	32.0713162	34.7817176
ביר אל-מכסור ביר אל-מכסור, עכו	32.777291	35.22057100000001
האם 41, רמת גן	32.0594589	34.8334774
חטיבת הנגב, אשקלון	31.527334	34.588892
גדעונה, יזרעאל	32.549927	35.359202
נווה נווה, שלומית	31.1673893	34.3033322
גבורי ישראל 28, השרון (נתניה)	32.2810402	34.8609154
ההסתדרות, חצור הגלילית	32.9812615	35.5429649
עלמון, עלמון	31.832068	35.296764
החלוץ 2 שכון דרום, באר שבע	31.2352977	34.7854041
נרקיס 3, רמלה-לוד	31.943695	34.885027
ג'ולס 1, עכו	32.94498	35.184243
הרב משורר ישעיהו 27, פתח תקווה	32.0698271	34.9063421
גורדון 26, דן	32.0769079	34.81011820000001
אל קרינאת, אבו קורינאת (שבט)	31.103115	34.952003
קהילת דטרויט 2, רמלה	31.9269085	34.8736596
רביבים, גבעתיים	32.0652655	34.8075868
נגבה 12, רחובות	31.8905295	34.809088
חטיבת הראל, רמלה-לוד	31.933904	34.889647
רועי, יזרעאל	32.562589	35.319425
סולד הנריאטה, קרית טבעון	32.6904327	35.1096768
כפר קרע, כפר קרע	32.505518	35.054251
"שז""ר זלמן 39, תל-אביב"	32.0733796	34.7718292
יכיני, אשקלון	31.482205	34.598634
הרב הרצוג 11, תל-אביב	32.0953281	34.79712749999999
סואעד (חמרייה), סואעד (חמרייה)	32.766925	35.168158
ירדנה, ירדנה	32.565357	35.565978
קורצ'ק 1, השרון (נתניה)	32.321458	34.853196
החצב 3, איילון	32.0864477	34.7987078
ח'ואלד (שבט) ח'ואלד (שבט), קריות	32.758894	35.15837399999999
רח' השלום שכון ג, טבריה	32.7839867	35.508492
"הגר""א 4, נתניה"	32.3095547	34.8559497
כובשי החרמון 4, בת ים	32.0097956	34.760182
דקר 8 מערב 7, אילת	29.5585965	34.9551199
גדליהו 22 נוש, חיפה	32.7839509	35.0221284
הרב קוק 14, מעלות-תרשיחא	33.0144769	35.2834434
פינסקר 81, קרית אתא	32.8133219	35.1074135
יחיעם, יחיעם	32.996109	35.22109100000001
רמז 11, רחובות	31.8961452	34.8059031
ז'בוטינסקי גבעת המורה, עפולה	32.623078	35.324445
הודיה, הודיה	31.676356	34.639275
צורן, צורן-קדימה	32.2876777	34.9455183
אדוריים, אשקלון	31.6687885	34.5742523
יקנעם (מושבה), יקנעם (מושבה)	32.655859	35.115152
עטאוונה (שבט), באר שבע	31.301882	34.926949
שביל גנים עי קופח 8, נהריה	33.0079829	35.0948598
אקסודוס 6, לוד	31.9552661	34.9006017
חרוב, יבנה	31.8805902	34.7372183
רביצקי 5, יהודה	31.7518338	34.9941973
גן הדרום, גן הדרום	31.804056	34.69987
געתון, עכו	33.006075	35.213831
לוין אריה, השרון (נתניה)	32.2789848	34.8548748
מג'דל שמס, מג'דל שמס	33.2690961	35.772122
שדרות הארבעה, בית שאן	32.49594	35.500692
החלוצים, נשר	32.762142	35.047105
הדגל, שדרות	31.5237268	34.5969258
שכ' לדוגמא 1331 שכון לדוגמא, דימונה	31.069419	35.033363
רמת מגשימים, כנרת	32.84406600000001	35.80658
אבו רובייעה (שבט), באר שבע	31.2679405	34.7777367
בן יהודה 391, תל אביב - יפו	32.0956692	34.7757805
בן צבי 4, אשקלון	31.6636701	34.5719207
הרצל, בית שמש	31.749188	34.991082
מירון, מירון	32.985226	35.441643
מתתיהו החשמונאי 51, רמת גן	32.068424	34.824785
טשרניחובסקי 12, נתניה	32.3216443	34.853781
כרם יבנה (ישיבה), כרם יבנה (ישיבה)	31.8199341	34.7226127
שריגים (לי-און), שריגים (לי-און)	31.678567	34.93509
השחר 36, מרכז-צפון	31.9711615	34.7969464
ההסתדרות 04, נס ציונה	31.93670149999999	34.795761
התקוה 2, מרכז-צפון	31.9521108	34.906551
אימבר 1 הדר, חיפה	32.809696	35.0030129
ההדרים 36, כפר יונה	32.3147503	34.9389179
זכרון יעקב 3, ירושלים	31.7958538	35.1999624
לוחמי סיני 1, דן	32.0768519	34.8224574
הצדף, עכו	32.933052	35.082678
הפסגה 7 בית וגן, ירושלים	31.77051239999999	35.1826354
קרן היסוד, מגדל העמק	32.6743288	35.2446553
עין מאהל, עין מאהל	32.724295	35.353369
שבזי שלום, השרון (נתניה)	32.3146814	34.8550497
דקר 12, בני ברק	32.0791774	34.8317941
מימון 32 נוש, חיפה	32.7847909	35.0226913
קפלן 15, אזור	32.02161890000001	34.8114653
הדודאים 71, יקנעם עילית	32.6510509	35.099409
ויצמן 189, כפר סבא	32.1725726	34.9216703
לוחמי הגיטאות 7 הגבעה הצרפתית, ירושלים	31.8013751	35.2395233
אסירי ציון 1, הוד השרון	32.1604496	34.9042133
הגדוד העברי 12, השרון (נתניה)	32.3483129	34.8557364
דרך הים 44, חיפה	32.8069292	34.9802863
מרחביה קיבוץ, מרחביה )קיבוץ(	32.605823	35.307384
ספיר 9, מעלות-תרשיחא	33.0235281	35.2791645
ארזים 7 ב, קריות	32.82944210000001	35.0594759
ההגנה 41, רמת גן	32.0680592	34.8377923
שכ מזרחית, קריות	32.841667	35.071389
התאנה, חדרה	32.4186996	34.9512449
אילת, קרית שמונה	33.207933	35.570246
התבור 81, קרית ים	32.8545196	35.083519
דגניות 12, קריות	32.7206349	35.125224
תלמים, תלמים	31.563416	34.67199799999999
אלכסנדר הגדול 15, מרכז-צפון	32.1393737	34.9002167
נחם, נחם	31.7664783	35.0035723
הנשיא יצחק בן צבי 106, דן-צפון	32.1781614	34.809812
שקף, שקף	31.51489	34.937318
מגדל עוז, יהודה	31.640932	35.143139
מגאר, כנרת	32.890704	35.40461
החרוב 2 א, קריות	32.841667	35.071389
התבור 1, איילון	32.0198359	34.7853422
מאיר בלבן 6 נוה יעקב, ירושלים	31.8441141	35.241984
שירת הים 2 רמות אלון, ירושלים	31.8181387	35.1994965
שעל, צפת	32.964648	35.495997
הרב צבאן 90000, נתיבות	31.4175303	34.5812336
החפץ חיים 801, נתניה	32.295529	34.845811
סירקין 8, יהוד-מונוסון	32.0329633	34.8948834
בקמן 3, השרון (נתניה)	32.321458	34.853196
המגילה 30, רחובות	31.9965902	34.745635
רמות נפתלי, צפת	33.102354	35.553313
בר כוכבא 209, אשקלון	31.6832978	34.5698407
כפר ויתקין, השרון (נתניה)	32.380541	34.875308
מגידו 1, מגידו	32.5837846	35.1785432
שוהם, רמלה-לוד	31.951014	34.888075
תשרי 4 שכונת עזרא, תל אביב - יפו	32.0471416	34.7895704
חלץ, אשקלון	31.57794	34.658391
הרב צבאן 32, באר שבע	31.2521018	34.7867691
החבצלת 3, מגדל העמק	32.6745055	35.2509591
חזון איש, טבריה	32.795859	35.530973
עין יעקב, עין יעקב	33.009312	35.229024
הרב קוק 62, קרית מוצקין	32.8278959	35.0743661
פסוטה, עכו	33.04782	35.308827
פקיעין החדשה, פקיעין חדשה	32.982195	35.323408
קבוץ גלויות 5, אופקים	31.3206527	34.6177053
סירקין 3, תל-אביב	32.0777301	34.7689671
תשרי 11, אשקלון	31.6716731	34.5835703
שפרינצק 4, תל אביב - יפו	32.0712888	34.7840477
רבי כדיר בוכריס, ירוחם	30.9911955	34.9274308
הרימון 22 עין התכלת, נתניה	32.3525936	34.8654774
עולי הגרדום 13, ראשון לציון	31.96081259999999	34.8000696
שד גמלא, קציר-חריש	32.46049	35.0436385
שבי שומרון, השרון (נתניה)	32.3100648	34.8613682
שד הנשיא הרצוג חיים 2, באר שבע	31.2344902	34.7677769
כפר ורדים, כפר ורדים	32.995088	35.269101
פיקים 1 נוה אפק, ראש העין	32.094259	34.978091
קלאוזנר 5, קריות	32.841667	35.071389
יאיר, אשקלון	31.6687885	34.5742523
העצמאות 66, הרצליה	32.1643787	34.8502958
אבטליון 5, אלעד	32.049965	34.9476137
האופק, נס ציונה	31.9259417	34.8123248
תובל, עכו	32.928495	35.245675
רוחמה, רוחמה	31.497378	34.705165
משאבים 46, מרכז-צפון	32.1609	34.8903912
מטע, יהודה	31.7916936	34.9727096
קליה קליה, יהודה	31.749896	35.466131
אורליאן 3, דן-צפון	33.239637	35.653953
נעמי שמר 23, קריות	32.841667	35.071389
נוה כרמל, חיפה	32.7855436	34.9967407
אלתר 34, חיפה	32.7738245	35.0117086
אלישיב, השרון (נתניה)	32.380196	34.909945
גבעת חיים 1, השרון (נתניה)	32.33637030000001	34.8563957
מגן האלף 3, ירושלים	31.7952002	35.2233701
"קק""ל 9, אשקלון"	31.6636143	34.5874846
עצמון שגב, עצמון שגב	32.865802	35.252335
שפינוזה 1, השרון (נתניה)	32.3362122	34.8703212
הנדיב 61, דן-צפון	32.8972246	35.3027226
שכ ג'דוע, אום אל-פחם	32.517127	35.148529
גבים, אשקלון	31.506273	34.598949
חדיד, מרכז-דרום	31.969429	34.932156
שלונסקי 4, באר שבע	31.2526261	34.77545860000001
לוד 20, ירושלים	31.951014	34.888075
בר רב האי דוד 6, חיפה	32.8172578	34.960438
קאנא אל-ג'ליל, יזרעאל	32.747723	35.3373406
ורבורג 01, חולון	32.0112342	34.790181
"ש""ץ צבי 29, חולון"	32.083454	34.774858
הנביאים 8 רמת ידין)דורה(, נתניה	32.2968556	34.8564612
קפלן, רמלה-לוד	31.942854	34.885011
ביאליק, טבריה	32.796864	35.529989
יהודה הנשיא 92, דן	32.15479	34.8483763
כפר אביב, רחובות	31.831039	34.722577
גני יהודה, גני יהודה	32.039148	34.877919
כלנית 2, גבע בנימין	31.8506138	35.2759197
סוואעד שוויכי, סואעד )חמרייה(	32.766925	35.168158
דרך אהרן, זכרון יעקב	32.5650178	34.9577904
וילנה, רמלה	31.9327413	34.860491
כרמל 6, רמלה-לוד	31.9441473	34.8873454
שד ביאליק 41, דן	32.1447188	34.8426247
דם המכבים 9, רמלה-לוד	31.9072864	35.0123971
לוינסקי סביוני הכפר, כפר סבא	32.1850366	34.9005942
לאה 37, חיפה	32.7977391	34.9737214
תראבין א-צאנע (שבט), תראבין א-צאנע (	31.345481	34.739126
ברש אשר 17, דן-צפון	33.239637	35.653953
דוד אלעזר 11 כפר גבירול, רחובות	31.8924803	34.7746623
סוף רח יהלום, פתח תקווה	32.084041	34.887762
דקל 31, רכסים	32.7553378	35.105017
דרך פינלס, חדרה	32.5797373	34.9513369
הנרקיס 1 נאות הדרים, קרית עקרון	31.867794	34.8188848
צנחנים, טירת כרמל	32.7572062	34.9736163
הרב מן 7 גבעת מרדכי, ירושלים	31.762951	35.197501
המיסדים, השרון (נתניה)	32.3302322	34.8557007
רבי מאיר 7, אלעד	32.0491019	34.95648690000001
משאבים 46, הוד השרון	32.1609	34.8903912
סח'נין, סח'נין	32.864167	35.294547
צרעה צרעה, יהודה	31.762653	34.966931
כרכום, אלפי מנשה	32.1731434	35.0159951
זונאבנד 12, אשקלון	31.679032	34.5674831
גולומב, אופקים	31.3128412	34.6173954
זיקים, אשקלון	31.607204	34.520968
גרונר דב 17, ירושלים	31.7513707	35.2359376
איל קיבוץ, אייל	32.210711	34.978259
טשרניחובסקי 9, יזרעאל	32.0716454	34.7710018
בית יוסף 18, אשקלון	31.6687885	34.5742523
נריה, יהודה	31.95370599999999	35.127511
בית שאן טירת צבי, בית שאן	32.422486	35.52832
הר אדר, הר אדר	31.824501	35.12966
גרינולד 8, ירושלים	31.7569851	35.1759854
עקיבא 04 הדר עליון, חיפה	32.8130806	35.0003532
ירושלים 9, דן-דרום	31.768319	35.21371
הארז 1, קציר	32.4833717	35.1084785
האבות 23., כנרת	32.8244321	35.5879975
הדקל, חדרה	32.4384574	34.9311911
טייבה 1, טייבה	32.266892	35.009675
השקמה 5, מעלה אדומים	31.7672782	35.2964303
רייק חביבה 3, בת ים	32.0176178	34.753103
מרכז שפירא, אשקלון	31.696927	34.707319
הרב קוק 03, הרצליה	32.1608834	34.8418986
ביאליק 21, איילון	32.1772598	34.8797425
קלאוזנר 5, קרית אתא	32.7981521	35.09326739999999
מורן, עכו	32.921637	35.39481
שיבת ציון, אפרתה	31.653589	35.149934
דרך קדם 40, יהודה	31.77742039999999	35.3063814
דרובין 73, ראשון לציון	31.9544772	34.7988858
הראשונים, אשדוד	31.8079493	34.6466814
שילה 21, פתח תקווה	32.0881787	34.7735754
נוף איילון, מרכז-דרום	31.871215	34.991321
פוזננסקי 91, ראשון לציון	31.9845836	34.7848319
ויצמן 47, תל אביב - יפו	32.084372	34.789053
הבונים, חדרה	32.427702	34.950903
פרי מגדים, מעלה אדומים	31.7714381	35.2938669
ארבע העונות 2, רמלה-לוד	31.9589006	34.8831921
הבנים 10, כפר סבא	32.1735202	34.9122704
המלך דוד, נהריה	32.9964008	35.1020907
מסלול, מסלול	31.323677	34.590761
רח' הרשות 1, הוד השרון	32.15929	34.8946566
שבזי 08, בית דגן	32.0016415	34.8277203
אהרונסון שרה 32, דן-צפון	33.239637	35.653953
כפר ברא, כפר ברא	32.130911	34.970108
שמשית 1, שמשית	32.732527	35.246518
זמיר 40, באר שבע	31.2744723	34.8178367
הפורצים 25, השרון (נתניה)	32.3249057	34.8637822
גולומב 10, באר שבע	31.2539177	34.8018469
הפודים 41, דן-צפון	33.239637	35.653953
יהודה הנשיא 90, הרצליה	32.1519017	34.8479436
הרב אלנקווה 18, תל אביב - יפו	32.04787510000001	34.8015195
שמשון הגבור 12, דן	31.9263885	34.8667372
לאה 11, חיפה	32.7958662	34.9768662
רחל אמנו 27, ירושלים	31.7637355	35.2137355
מצפה יריחו, מצפה יריחו	31.815688	35.395409
נעורים, השרון (נתניה)	32.321458	34.853196
דב הוז, טבריה	32.7983101	35.5250118
חגאגרה, חג'אג'רה	32.745208	35.198906
בן שמן (כפר נוער 9999 ), בן שמן (כפר נוער	31.95966499999999	34.929056
הרצוג 41, עכו	32.9347559	35.0762468
להבות חביבה, להבות חביבה	32.395216	35.01179
גרונימן 11, תל אביב - יפו	32.1065859	34.7989118
האשל 1, השרון (נתניה)	32.3554381	34.8565394
משואה, יזרעאל	32.562589	35.319425
שרת משה 10, קרית ים	32.8438826	35.0668187
עגנון 57, איילון	32.015203	34.739527
גליקסון 26, השרון (נתניה)	32.3293735	34.8679068
מקדונלד, נתניה	32.321458	34.853196
ניר בנים, אשקלון	31.671177	34.755012
מבוא מודיעים, מבוא מודיעים	31.933851	34.98799899999999
נגבה, נגבה	31.662547	34.679561
גינוסר, גינוסר	32.848666	35.523152
"שד הרא""ה 10, חיפה"	32.7940463	34.989571
רבי יהודה הנשיא 24 ב, מודיעין עילית	31.9382028	35.0440696
בלקינד שמשון 21, ראשון לציון	31.9649159	34.8011496
הרצל, חדרה	32.4397202	34.9200178
הבעל שם טוב, מרכז-צפון	31.9234651	34.8741009
מתתיהו, רמלה-לוד	31.929747	35.034997
המלחה 1, באר שבע	31.2521018	34.7867691
מבצע דני נוה אפק, ראש העין	32.0972652	34.9758183
עמיעד, צפת	32.930354	35.54052100000001
